,trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
4975,2019-01-16 12:38:58+00:00,Altenwerth-Kilback,home,107.96,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28 00:00:00+00:00,fd37911c97c597374d8b1675d1e28992,32.735469,-110.262968,0
4976,2019-01-16 12:57:51+00:00,Kub PLC,personal_care,4.34,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,1973-09-22 00:00:00+00:00,8d06a47bb8d70c9f3dfaf17d31b56409,34.872726,-118.508102,0
4977,2019-01-16 13:06:29+00:00,Jast and Sons,food_dining,33.96,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27 00:00:00+00:00,7950b25dcf09e31aa245d4690717e300,38.106398,-91.300497,0
4978,2019-01-16 13:09:12+00:00,Lynch-Wisozk,home,75.98,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,1966-12-03 00:00:00+00:00,35a666b08fe8b0d7d4cd0330b2eaf13b,19.924197,-155.200614,0
4979,2019-01-16 13:12:24+00:00,Morissette LLC,entertainment,25.29,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18 00:00:00+00:00,ea41f55608832415b18689d2d94e5ea1,38.839916,-123.398142,0
4980,2019-01-16 13:14:33+00:00,Botsford PLC,home,16.02,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15 00:00:00+00:00,24238c2506f66c4264129575efae451a,40.145628,-124.336183,0
4981,2019-01-16 13:15:56+00:00,Padberg-Saue,home,28.39,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19 00:00:00+00:00,1a105c0fde697914aaee4c0d44b5b262,34.080298,-118.087913,0
4982,2019-01-16 13:27:08+00:00,"Wintheiser, Dietrich and Schimmel",misc_pos,5.39,Manville,WY,42.73,-104.7024,241,Educational psychologist,1980-12-16 00:00:00+00:00,fe7be4cd9ed82b10b5d261b8e0c7b369,43.343018,-103.762446,0
4983,2019-01-16 13:31:48+00:00,"Bradtke, Torp and Bahringe",personal_care,7.42,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,1989-04-08 00:00:00+00:00,47294ba5b6150b18750bceef2816721e,35.803132,-107.036298,0
4984,2019-01-16 13:34:01+00:00,"Nienow, Barrows and Romague",personal_care,4.97,Omaha,NE,41.2064,-95.9953,518429,"Surveyor, land/geomatics",1995-10-10 00:00:00+00:00,0313008d1d74723a1221ce322f55c9d1,41.097306,-95.917321,0
4985,2019-01-16 13:34:11+00:00,"Hauck, Dietrich and Funk",kids_pets,7.42,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21 00:00:00+00:00,75a8d9fac5ed58f3f093b4271c2c6851,49.433534,-118.452232,0
4986,2019-01-16 13:38:25+00:00,Kutch-Ferry,home,36.92,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,1997-01-18 00:00:00+00:00,2120042d7f9aeb70b2a2931f4ae89335,36.973981,-121.820699,0
4987,2019-01-16 13:40:33+00:00,Leffler-Goldne,personal_care,129.94,Ashford,WA,46.7531,-121.9898,759,Video editor,1956-09-14 00:00:00+00:00,5565baa9e8c67bff6cad4cbdc873cc35,47.059681,-122.357173,0
4988,2019-01-16 13:49:40+00:00,"Dare, Fritsch and Zboncak",health_fitness,12.5,Mendon,UT,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13 00:00:00+00:00,c79c73d34b4da8c4fb9494d33189090a,40.724603,-112.563717,0
4989,2019-01-16 13:52:50+00:00,"Kling, Howe and Schneide",home,38.36,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21 00:00:00+00:00,116bd291b741e3f1ff2b64854d6ca1a2,48.868811,-117.832428,0
4990,2019-01-16 13:56:30+00:00,"Zemlak, Tillman and Cremin",personal_care,68.74,Helm,CA,36.4992,-120.0936,123,Early years teacher,1973-02-07 00:00:00+00:00,38e241ab8a8a1159178016ff25d8c7fb,35.525566,-120.67521399999998,0
4991,2019-01-16 13:56:38+00:00,Corwin-Romague,travel,6.87,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18 00:00:00+00:00,7b1926ec9da986c1779e2ae9c859be97,39.559136,-93.010276,0
4992,2019-01-16 14:08:54+00:00,Grimes LLC,entertainment,74.11,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,1987-05-19 00:00:00+00:00,c604bf4818beb98f9a223c60efd83a51,37.882545,-120.286087,0
4993,2019-01-16 14:09:41+00:00,Kozey-McDermott,travel,4.33,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16 00:00:00+00:00,d0fa9d82ecc2f439df78ea7a6038a6c5,33.730909999999994,-106.294715,0
4994,2019-01-16 14:12:25+00:00,Hamill-D'Amore,health_fitness,182.63,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02 00:00:00+00:00,10ccd196c3f5663a59f068902d13acaa,42.044948,-96.033027,0
4995,2019-01-16 14:13:21+00:00,"Becker, Harris and Harvey",personal_care,23.55,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,56879ca59927bf852d7568cc3f3a801e,36.094451,-105.709826,0
4996,2019-01-16 14:14:16+00:00,Jast Lt,shopping_net,3.3,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,375a60ced2db12b38b293ef61878f086,36.740009,-104.639985,0
4997,2019-01-16 14:20:44+00:00,Reichel LLC,personal_care,30.28,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11 00:00:00+00:00,56c47a56a714a8beb84f5e37d4255b32,43.89611,-116.779578,0
4998,2019-01-16 14:22:47+00:00,Padberg-Saue,home,58.77,Oakland,CA,37.7878,-122.1884,381459,Barista,1974-01-03 00:00:00+00:00,5efccd3081c3d9529256f756f599a314,37.885538,-122.883432,0
4999,2019-01-16 14:34:30+00:00,Renner Lt,home,5.14,Kent,OR,45.0838,-120.6649,60,Museum education officer,1942-04-03 00:00:00+00:00,2c9321d0eda8f4b293e421cd6de2401f,45.638166,-120.005329,0
5000,2019-01-16 14:45:34+00:00,Jakubowski Group,food_dining,27.99,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05 00:00:00+00:00,b62b62d86bce094b008bbd77b75c3589,38.235261,-123.270006,0
5001,2019-01-16 14:46:17+00:00,"Zemlak, Tillman and Cremin",personal_care,82.36,Kissee Mills,MO,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18 00:00:00+00:00,1542b7af4a91ecafb1776135a9cce38c,36.723763,-93.289758,0
5002,2019-01-16 14:47:29+00:00,Botsford Lt,shopping_pos,7.21,Manville,WY,42.73,-104.7024,241,Educational psychologist,1980-12-16 00:00:00+00:00,e4aac41a726a7bf75d1f141756f13f22,43.120481,-104.985719,0
5003,2019-01-16 14:52:39+00:00,Altenwerth-Kilback,home,46.51,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",1992-11-27 00:00:00+00:00,9869974c73a22e34acbf6d86e6e2a5a2,39.155359,-94.607185,0
5004,2019-01-16 15:16:28+00:00,"Hermiston, Russel and Price",food_dining,74.68,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,cd07d45641efb1f98acd50100d065acc,37.007673,-106.224257,0
5005,2019-01-16 15:26:29+00:00,Pouros-Conroy,shopping_pos,91.96,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,ef7126f62d9f9e868459dde0a79db1a0,38.790614,-104.9401,0
5006,2019-01-16 15:33:05+00:00,Leffler-Goldne,personal_care,14.71,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30 00:00:00+00:00,6aab0c49ac9967b2627841bcda05d2a2,33.504037,-105.202273,0
5007,2019-01-16 15:38:34+00:00,"Heathcote, Yost and Kertzmann",shopping_net,4.95,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31 00:00:00+00:00,ef80eb83cc8ee77a471e2fffe4740461,47.197973,-118.000883,0
5008,2019-01-16 15:40:18+00:00,Friesen Lt,health_fitness,99.74,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1939-11-09 00:00:00+00:00,e3d5e5dc42a39c3cd2802579f6fc91cc,64.53490699999999,-165.397325,0
5009,2019-01-16 15:44:04+00:00,Emmerich-R,personal_care,74.99,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05 00:00:00+00:00,6ce5602373560e1aab6130db800c23f6,40.86119,-109.446652,0
5010,2019-01-16 15:45:20+00:00,Brown Inc,kids_pets,3.0,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1939-11-09 00:00:00+00:00,ae1eebdc25c466cabe18177fdb5c000c,65.470822,-164.819958,0
5011,2019-01-16 15:46:08+00:00,Bins-Tillman,entertainment,59.05,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18 00:00:00+00:00,90efefaee62dc45997693f6883a1c1f8,38.076679,-123.871203,0
5012,2019-01-16 15:46:19+00:00,Denesik and Sons,shopping_pos,5.05,Hooper,NE,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26 00:00:00+00:00,d07d30e45b256a0b62fee6d3d169cc6d,41.549366,-97.39573,0
5013,2019-01-16 15:48:13+00:00,Beier-Hyatt,shopping_pos,10.39,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11 00:00:00+00:00,17d636835436fd3c46e27d6ac3d304db,40.356475,-101.124344,0
5014,2019-01-16 15:51:46+00:00,Wilkinson Lt,entertainment,3.49,Luray,MO,40.4931,-91.8912,519,Town planner,1966-02-13 00:00:00+00:00,bb7f5d21b1da3bbffcdbed0ce0a7fba9,40.245091,-92.163051,0
5015,2019-01-16 15:54:26+00:00,Bahringer Group,health_fitness,27.29,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17 00:00:00+00:00,6cdddc37bbddd3488b24f4eacafeab99,37.868911,-93.206165,0
5016,2019-01-16 16:11:32+00:00,Mosciski Group,travel,2.25,Luray,MO,40.4931,-91.8912,519,Town planner,1966-02-13 00:00:00+00:00,df5f883a846a31767cac33a560e0662e,40.849536,-92.1356,0
5017,2019-01-16 16:11:59+00:00,Kozey-Kuhlman,personal_care,21.29,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,1997-01-18 00:00:00+00:00,bf495ee334f318f18552e16a9c750ae6,37.871844,-122.029575,0
5018,2019-01-16 16:27:51+00:00,Dibbert and Sons,entertainment,44.8,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23 00:00:00+00:00,47218edd0921e5345cc24080aebeb117,39.008475,-109.970265,0
5019,2019-01-16 16:27:58+00:00,Botsford PLC,home,66.95,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05 00:00:00+00:00,aed84b213d3d1b3dafa239715bf25d08,41.818307,-111.114143,0
5020,2019-01-16 16:30:56+00:00,Nienow PLC,entertainment,12.21,Oakland,CA,37.7878,-122.1884,381459,Barista,1974-01-03 00:00:00+00:00,906ba50164e90705ab77363e69dc64a2,38.149361,-121.361019,0
5021,2019-01-16 16:33:12+00:00,Terry Lt,home,55.46,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19 00:00:00+00:00,c4089c6c08f07d0a225c5bf632948cec,33.009269,-118.082501,0
5022,2019-01-16 16:51:05+00:00,Schoen-Quigley,kids_pets,135.81,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18 00:00:00+00:00,aa8593ddebe146dfaf55f0093e6e1aa3,39.02926,-94.13876,0
5023,2019-01-16 16:54:03+00:00,Kirlin and Sons,personal_care,7.1,Parks,AZ,35.2563,-111.95,759,"Geologist, engineering",1957-03-28 00:00:00+00:00,e8b099a28ce0d5cb217acbe7c26cc515,34.693057,-112.931376,0
5024,2019-01-16 16:55:24+00:00,"Denesik, Powlowski and Pouros",home,92.64,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02 00:00:00+00:00,6bd7004aacefffcef3987b247188ffc3,40.939718,-96.586596,0
5025,2019-01-16 16:58:55+00:00,Kirlin and Sons,personal_care,76.23,Santa Monica,CA,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25 00:00:00+00:00,e3bf3a8e22f615d771c36bbe67269c99,34.194173,-118.548632,0
5026,2019-01-16 16:59:44+00:00,Sporer-Keeble,personal_care,115.85,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1976-04-11 00:00:00+00:00,b7da83b253e4ffc9eac06014ea81b1cf,36.002368,-107.058847,0
5027,2019-01-16 17:01:39+00:00,Ullrich Lt,kids_pets,96.09,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,1984-02-29 00:00:00+00:00,0a5d77ce446c1138983bfc413ba1e046,47.528253,-121.734295,0
5028,2019-01-16 17:03:53+00:00,Morissette-Schaefe,personal_care,10.28,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26 00:00:00+00:00,1c1ca44dd6b29f5528271bea6979d262,39.133583,-92.0917,0
5029,2019-01-16 17:04:03+00:00,"Tillman, Fritsch and Schmitt",misc_net,7.26,Omaha,NE,41.2064,-95.9953,518429,"Surveyor, land/geomatics",1995-10-10 00:00:00+00:00,4bf7ea7032bac92ba9b092cf8ff21293,41.266043,-96.779466,0
5030,2019-01-16 17:06:36+00:00,Cormier LLC,health_fitness,53.21,Grenada,CA,41.6125,-122.5258,589,Systems analyst,1945-12-21 00:00:00+00:00,2440d7e2b64cd34d3708cb2cd2c3282f,41.981889,-122.407962,0
5031,2019-01-16 17:13:52+00:00,Fadel Inc,health_fitness,200.96,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27 00:00:00+00:00,54147a43d13c992ec0809166b3502289,37.57993,-90.946412,0
5032,2019-01-16 17:15:53+00:00,"Reichel, Bradtke and Blan",travel,494.56,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,1978-08-27 00:00:00+00:00,9456a194699f1e61f5e2bc09859b49ab,40.158317,-104.973449,0
5033,2019-01-16 17:17:19+00:00,Daugherty LLC,kids_pets,19.72,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07 00:00:00+00:00,61a731a92da7331cf815942187a486f8,40.901824,-97.413153,0
5034,2019-01-16 17:17:49+00:00,Hilpert-Conroy,kids_pets,46.01,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16 00:00:00+00:00,46fb2aa2ef777b05c4fd85669dcfed84,32.561107,-105.961954,0
5035,2019-01-16 17:18:49+00:00,Abernathy and Sons,food_dining,100.89,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02 00:00:00+00:00,649381cf13766e5a5adcf2ea95c103d1,41.230768,-105.817831,0
5036,2019-01-16 17:27:01+00:00,Berge-Hills,kids_pets,67.38,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18 00:00:00+00:00,5dd0fa3762f0531294e49181efadf824,39.184875,-95.414802,0
5037,2019-01-16 17:43:12+00:00,"Nienow, Ankunding and Collie",misc_pos,5.9,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15 00:00:00+00:00,1fe6a5b21d7cc5132b64331360f50ae7,41.891545,-99.108952,0
5038,2019-01-16 17:50:27+00:00,"Stanton, Jakubowski and Baumbach",shopping_net,68.9,Wheaton,MO,36.7651,-94.0492,760,Production manager,1985-08-31 00:00:00+00:00,a245b310ab0e22089e5fa79cf224c1a3,36.82921,-93.477363,0
5039,2019-01-16 17:52:54+00:00,Auer-West,shopping_net,6.16,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,c64e213691d8f215aea15291cffd7335,40.303687,-104.87632,0
5040,2019-01-16 17:56:02+00:00,"Crist, Jakubowski and Littel",home,33.16,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31 00:00:00+00:00,c2bf86e2329a3958966d9f974ee03bfb,46.272067,-116.591358,0
5041,2019-01-16 17:59:03+00:00,Kassulke Inc,entertainment,9.22,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30 00:00:00+00:00,4451dda06470c6522bcdde6abe59e623,33.78182,-105.186846,0
5042,2019-01-16 18:01:10+00:00,"Schoen, Nienow and Bauch",personal_care,64.56,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,0367457b0f65f3adeb2ff88bb857af87,37.488755,-104.895133,0
5043,2019-01-16 18:05:10+00:00,"Reichert, Huels and Hoppe",shopping_net,9.18,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28 00:00:00+00:00,6596c4553a24146ad5d47399e14ef7c0,34.19072,-111.79403700000002,0
5044,2019-01-16 18:14:44+00:00,"Swaniawski, Nitzsche and Welch",health_fitness,73.34,Moab,UT,38.5677,-109.5271,9772,Location manager,1989-11-24 00:00:00+00:00,eb3046b37e258a62fedf090e8060b7c4,38.064246,-108.861222,0
5045,2019-01-16 18:20:46+00:00,Herzog Lt,misc_pos,6.59,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,27d72cce0a965cd4b1e96cea579da012,37.546995,-104.816482,0
5046,2019-01-16 18:22:21+00:00,Langworth LLC,personal_care,69.13,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,1973-09-22 00:00:00+00:00,0cafa9686154d3c160d63f27aa5748f7,33.470752000000005,-118.421513,0
5047,2019-01-16 18:22:35+00:00,"Kling, Howe and Schneide",home,78.42,Camden,MO,39.2048,-94.0259,464,Colour technologist,1959-05-28 00:00:00+00:00,6751b364add2a516c74246d17b0d76d1,39.640571,-94.594623,0
5048,2019-01-16 18:45:47+00:00,Bernier and Sons,kids_pets,86.75,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18 00:00:00+00:00,3031418142bc6457152ee2d169b93480,38.516592,-94.466856,0
5049,2019-01-16 18:49:51+00:00,Hills-Boye,personal_care,139.45,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23 00:00:00+00:00,cb960c0a5bf69eeb39db8cb436d40b0c,34.88921,-118.050136,0
5050,2019-01-16 18:49:53+00:00,Medhurst PLC,shopping_net,132.9,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24 00:00:00+00:00,43ce97ccccc8655506f8bd936b402aa7,33.370134,-112.896243,0
5051,2019-01-16 18:51:29+00:00,"Bahringer, Osinski and Block",food_dining,9.8,Conway,WA,48.34,-122.3456,85,"Research officer, political party",1984-09-01 00:00:00+00:00,eb0b2f20231df6e13f029b9704795130,48.402227,-123.279782,0
5052,2019-01-16 18:51:30+00:00,Gleason and Sons,kids_pets,2.56,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28 00:00:00+00:00,70df35272b7b0cef7630acd642f7f743,33.698978000000004,-112.038179,0
5053,2019-01-16 19:00:38+00:00,Jerde-Hermann,travel,3.38,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02 00:00:00+00:00,179bb935ff6ac34408bd01eef8abfda3,42.473762,-96.536612,0
5054,2019-01-16 19:08:37+00:00,"Langosh, Wintheiser and Hyatt",food_dining,53.93,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,37531b267a3e59b83e726d83e3c9cb1a,39.703983,-106.001425,0
5055,2019-01-16 19:11:43+00:00,Schaefer Lt,kids_pets,11.85,Mountain Center,CA,33.6401,-116.5567,1661,"Therapist, music",1988-09-19 00:00:00+00:00,d1d0ca35f2bc0522d63ce7c14c67923a,33.714025,-117.377651,0
5056,2019-01-16 19:14:23+00:00,Bartoletti and Sons,personal_care,10.59,Gardiner,OR,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01 00:00:00+00:00,ccce5a7b6bcf59af434b6e9a000bdda0,43.063318,-123.72099,0
5057,2019-01-16 19:19:13+00:00,Collier LLC,home,52.66,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06 00:00:00+00:00,23bf1336839aab7c0d9ce942e010e88e,36.513759,-104.664738,0
5058,2019-01-16 19:24:37+00:00,"Schroeder, Hauck and Treutel",entertainment,60.03,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26 00:00:00+00:00,a8187ffe7f18aab97d04715686ab61ba,37.905362,-93.426974,0
5059,2019-01-16 19:29:52+00:00,Ernser-Lynch,food_dining,64.62,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,1976-02-26 00:00:00+00:00,e2ffed4059d12063ef852225975549cb,42.546683,-108.451613,0
5060,2019-01-16 19:31:12+00:00,Abbott-Rogahn,entertainment,8.06,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30 00:00:00+00:00,79efe820b554febb165b4ba89dcc82bb,33.630821999999995,-118.71488,0
5061,2019-01-16 19:33:24+00:00,McDermott-Rice,misc_pos,3.86,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31 00:00:00+00:00,7dd70640621d76c9edac60fe334e9939,38.894179,-90.166478,0
5062,2019-01-16 19:37:22+00:00,Gerhold LLC,home,133.23,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,1955-05-06 00:00:00+00:00,1c701421a28a32182d5dc3f34eab1f7e,33.361187,-116.761825,0
5063,2019-01-16 19:39:35+00:00,Morissette PLC,shopping_pos,2.98,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,1984-02-29 00:00:00+00:00,a6bf415bae935f30a65d5cba6e4aa186,47.753729,-122.698789,0
5064,2019-01-16 19:42:30+00:00,Tromp Group,travel,3.32,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",1992-11-27 00:00:00+00:00,a116a9acd8677e13b5575e81eb21d876,39.539167,-94.481533,0
5065,2019-01-16 19:43:32+00:00,Larson-Moen,entertainment,119.61,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,1928-10-01 00:00:00+00:00,e4def779e5cf05d221407809b9c76473,42.337163,-124.150897,0
5066,2019-01-16 19:54:53+00:00,"Klocko, Runolfsdottir and Breitenberg",health_fitness,143.31,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18 00:00:00+00:00,5397d55f3ca39e7e5703a5d85191b2b7,40.205277,-93.263697,0
5067,2019-01-16 20:01:21+00:00,Kling-Ernse,entertainment,39.6,Brashear,MO,40.1959,-92.4333,805,Private music teacher,1970-06-27 00:00:00+00:00,c085b99522b34ba6250797f13f41c2be,40.731802,-91.520997,0
5068,2019-01-16 20:03:35+00:00,Bins-Tillman,entertainment,5.7,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29 00:00:00+00:00,a1fc15cdc32e10049ee9cc36bc51781a,45.861471,-119.743738,0
5069,2019-01-16 20:04:29+00:00,Nienow PLC,entertainment,166.97,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17 00:00:00+00:00,507eb70c1d45254eeb2e0bb3d893965b,39.032512,-94.602594,0
5070,2019-01-16 20:05:08+00:00,"Hauck, Dietrich and Funk",kids_pets,12.0,Ashford,WA,46.7531,-121.9898,759,Video editor,1956-09-14 00:00:00+00:00,72b1d2b60c3fab694ebbc08ebf84684e,47.137348,-121.832324,0
5071,2019-01-16 20:06:30+00:00,Brown-Greenholt,entertainment,87.5,Riverton,WY,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11 00:00:00+00:00,a6051f501ca0f33314548fb3569df9db,43.593025,-108.514498,0
5072,2019-01-16 20:13:01+00:00,"Brown, Homenick and Lesch",health_fitness,14.55,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05 00:00:00+00:00,0e7ce3ce4b65bec89a75c3a003301726,32.483216,-117.310311,0
5073,2019-01-16 20:13:20+00:00,"Metz, Russel and Metz",kids_pets,47.95,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22 00:00:00+00:00,862838eea9acfef36361a97e5f26ac24,33.06001,-116.921725,0
5074,2019-01-16 20:15:54+00:00,"Cormier, Stracke and Thiel",entertainment,69.73,Manville,WY,42.73,-104.7024,241,Educational psychologist,1980-12-16 00:00:00+00:00,63e244276c31c48078e6840e07875dde,43.513475,-104.617801,0
5075,2019-01-16 20:17:13+00:00,Bahringer-Streich,food_dining,11.56,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,1928-10-01 00:00:00+00:00,09624091fd79365c07b41323685310e8,41.905534,-124.68762,0
5076,2019-01-16 20:17:53+00:00,White and Sons,home,24.82,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05 00:00:00+00:00,5e87c6c183f917419f9a8d1b58132c50,32.787856,-116.7494,0
5077,2019-01-16 20:18:34+00:00,Quitzon-Goyette,home,45.63,Conway,WA,48.34,-122.3456,85,"Research officer, political party",1984-09-01 00:00:00+00:00,db5e312a12db653c8abbecab4cfe3a1a,48.791108,-123.048524,0
5078,2019-01-16 20:28:01+00:00,Stark-Koss,home,74.18,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11 00:00:00+00:00,f5fdce0acc3480c6e03d1f77e5e477bd,43.913094,-117.340759,0
5079,2019-01-16 20:48:55+00:00,Runte-Moh,food_dining,74.14,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25 00:00:00+00:00,086c387ccec70bfd5dc0bf23a240a5de,34.505637,-119.031066,0
5080,2019-01-16 20:50:48+00:00,Breitenberg-Hermiston,kids_pets,308.87,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31 00:00:00+00:00,01ae66cf21301ab540b3a3b2892e709f,39.348101,-105.630393,0
5081,2019-01-16 20:56:44+00:00,"Denesik, Powlowski and Pouros",home,13.55,Westfir,OR,43.7575,-122.481,597,Forensic psychologist,1961-05-19 00:00:00+00:00,8117093c273a3bf43092485255b2d5ab,43.743066,-121.889109,0
5082,2019-01-16 20:57:08+00:00,Pagac LLC,shopping_pos,9.69,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1974-03-10 00:00:00+00:00,f09e15a07697e3e0e8c6cb018d850f10,48.918807,-123.324373,0
5083,2019-01-16 21:10:13+00:00,"Walter, Hettinger and Kessle",personal_care,116.78,Manville,WY,42.73,-104.7024,241,Educational psychologist,1980-12-16 00:00:00+00:00,f96290dda70b4964ca4305241d918da5,42.66115,-104.285445,0
5084,2019-01-16 21:15:44+00:00,"Parker, Nolan and Trantow",entertainment,68.63,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05 00:00:00+00:00,339fb7b70dcd7e5d7802c9ada5b8aa08,40.399766,-109.434364,0
5085,2019-01-16 21:26:36+00:00,Padberg-Saue,home,46.89,Brainard,NE,41.1832,-96.9882,614,Associate Professor,1967-06-20 00:00:00+00:00,d13e8de3ad15577870e3849217de2136,41.772101,-96.22538,0
5086,2019-01-16 21:27:43+00:00,"Gutmann, McLaughlin and Wiz",home,7.9,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30 00:00:00+00:00,6461871963dd97f8815dd3bf7a2ef715,34.793221,-119.130143,0
5087,2019-01-16 21:33:18+00:00,Eichmann-Kilback,home,209.86,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14 00:00:00+00:00,652fe77dbf6403e79cd6fd7a5a67790e,40.490618,-93.980164,0
